searched_company,job_title,company,link
Unilever,B.Sc/M.Sc Graduates from WEST BENGAL Only: SigiloTech’s Paid Internship-to-Full-Time Opportunity!,SigiloTech,https://in.linkedin.com/jobs/view/b-sc-m-sc-graduates-from-west-bengal-only-sigilotech%E2%80%99s-paid-internship-to-full-time-opportunity%21-at-sigilotech-4400700762?position=41&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=voDH9b7UeRiK%2BIyc8EYu8w%3D%3D
Unilever,Accelerator Programme: Customer Development Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-customer-development-internship-pakistan-at-the-magnum-ice-cream-company-4398150434?position=42&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=pJhXZS1nrZ853mu%2FjKMfow%3D%3D
Unilever,Consumer Insights Intern,The Magnum Ice Cream Company,https://tr.linkedin.com/jobs/view/consumer-insights-intern-at-the-magnum-ice-cream-company-4398152392?position=44&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=KXEEI5aJ8rLl7xAMyzAv2Q%3D%3D
Unilever,Creator Partnerships Intern,Agentio,https://www.linkedin.com/jobs/view/creator-partnerships-intern-at-agentio-4345639800?position=45&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=C5Movb0M8jS41loA7YmzjA%3D%3D
Unilever,Ice Cream Intern,The Magnum Ice Cream Company,https://it.linkedin.com/jobs/view/ice-cream-intern-at-the-magnum-ice-cream-company-4376767068?position=46&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=ir5EznIOlqWMc%2BjyuiR1hg%3D%3D
Unilever,Accelerator Programme: Customer Development Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-customer-development-internship-pakistan-at-the-magnum-ice-cream-company-4398133589?position=47&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=Zr1fUGPAIncvFm9bU4gJyg%3D%3D
Unilever,Working Internship – Sustainability Strategy & Consulting,Accenture the Netherlands,https://nl.linkedin.com/jobs/view/working-internship-%E2%80%93-sustainability-strategy-consulting-at-accenture-the-netherlands-4397633142?position=49&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=4E13orQeT1Qd4BQB6T6%2FzQ%3D%3D
Unilever,Accelerator Programme: Supply Chain (Non-Manufacturing) Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-supply-chain-non-manufacturing-internship-pakistan-at-the-magnum-ice-cream-company-4398133590?position=50&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=eeNXuEQzLzIEFvRO75MA2A%3D%3D
Unilever,Accelerator Programme: Customer Development Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-customer-development-internship-pakistan-at-the-magnum-ice-cream-company-4398148473?position=51&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=kezCNMCX5cPDje0onjVQvA%3D%3D
Unilever,Engineering Internship,Conveo,https://be.linkedin.com/jobs/view/engineering-internship-at-conveo-4386964162?position=52&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=PONHws4h795aG0lnbePR2w%3D%3D
Unilever,Accelerator Programme: Supply Chain (Manufacturing) Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-supply-chain-manufacturing-internship-pakistan-at-the-magnum-ice-cream-company-4398152390?position=53&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=0Av3qXWD9QE5w%2FOok9JvSg%3D%3D
Unilever,Accelerator Programme: Customer Development Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-customer-development-internship-pakistan-at-the-magnum-ice-cream-company-4398137555?position=54&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=fvrzrtfHyu6Tyopizpo3Cg%3D%3D
Unilever,"Intern Program 2026 | Marketing, Strategy & Communications",The Magnum Ice Cream Company,https://mx.linkedin.com/jobs/view/intern-program-2026-marketing-strategy-communications-at-the-magnum-ice-cream-company-4393823492?position=55&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=qUOtgtxCJH3cL14SD3Bg0g%3D%3D
Unilever,Accelerator Programme: Finance Internship - Pakistan,The Magnum Ice Cream Company,https://www.linkedin.com/jobs/view/accelerator-programme-finance-internship-pakistan-at-the-magnum-ice-cream-company-4398153338?position=56&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=NuS239nZGrLb6FnVtZabWA%3D%3D
Unilever,SHE GTM Intern,Unilever,https://cr.linkedin.com/jobs/view/she-gtm-intern-at-unilever-4401714865?position=57&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=LEFCPJjBw%2F7gG%2BWeEKAnkw%3D%3D
Unilever,GTM Associate - Internship,Conveo,https://be.linkedin.com/jobs/view/gtm-associate-internship-at-conveo-4387482503?position=58&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=vanrMl22%2FEgb8k51FmHSsw%3D%3D
Unilever,Accelerator Programme: Supply Chain (Non-Manufacturing) Internship - Pakistan,The Magnum Ice Cream Company,https://pk.linkedin.com/jobs/view/accelerator-programme-supply-chain-non-manufacturing-internship-pakistan-at-the-magnum-ice-cream-company-4398138476?position=60&pageNum=0&refId=nx3yMNJJxv4IM2Eu5rbCKQ%3D%3D&trackingId=1OUnaAxGpiPNAoqw%2BSWE8A%3D%3D
Shell,Software Engineer Intern,Visa,https://uk.linkedin.com/jobs/view/software-engineer-intern-at-visa-4390171208?position=2&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=W0i1HGeaZqwabgoE%2FJTstQ%3D%3D
Shell,(General Hire) Machine Learning Engineer Intern (TikTok-Recommendation) - 2026 Summer (BS/MS),TikTok,https://www.linkedin.com/jobs/view/general-hire-machine-learning-engineer-intern-tiktok-recommendation-2026-summer-bs-ms-at-tiktok-4273285373?position=3&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=bJONr%2BOlbk3sOj6XXYJieg%3D%3D
Shell,Software Development Engineer Intern (IIoT) (49550),Headway Technologies,https://www.linkedin.com/jobs/view/software-development-engineer-intern-iiot-49550-at-headway-technologies-4372781180?position=6&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=X%2BWltJP7wRpcTZJ2aoO%2BPQ%3D%3D
Shell,Shell Assessed Internship Program 2026 - China,Shell,https://cn.linkedin.com/jobs/view/shell-assessed-internship-program-2026-china-at-shell-4377669985?position=7&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=QNrCziLk5tWgnT0iwMav5g%3D%3D
Shell,Software Engineer Intern - 12 month Industry Placement,Roku,https://uk.linkedin.com/jobs/view/software-engineer-intern-12-month-industry-placement-at-roku-4391564515?position=8&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=%2Ba6DhPbD8faL9uZbbzHn2w%3D%3D
Shell,Supply Chain Intern,Shell,https://my.linkedin.com/jobs/view/supply-chain-intern-at-shell-4371105834?position=9&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=Jvay8pHc%2BeqbO%2Brm4jYaow%3D%3D
Shell,"Intern, Software Developer",HealthStream,https://www.linkedin.com/jobs/view/intern-software-developer-at-healthstream-4400650670?position=10&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=eW7anNobXpstlEnBPAPutw%3D%3D
Shell,Internship,TalaKunchi Networks Pvt Ltd,https://in.linkedin.com/jobs/view/internship-at-talakunchi-networks-pvt-ltd-4311219042?position=12&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=R8pDnNEFLqp%2BQrm2K6Bxhw%3D%3D
Shell,Software Development Intern,Fortinet,https://www.linkedin.com/jobs/view/software-development-intern-at-fortinet-4399409571?position=14&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=CXPNY9OlSxuA%2FrrP4uIBsg%3D%3D
Shell,Intern - Software Application Development,Coherent Corp.,https://www.linkedin.com/jobs/view/intern-software-application-development-at-coherent-corp-4383025727?position=15&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=N5KyKnZ7NM%2BmBrNjNlpvrQ%3D%3D
Shell,Shell Assessed Internship Program 2026 - China,Shell,https://cn.linkedin.com/jobs/view/shell-assessed-internship-program-2026-china-at-shell-4377684287?position=16&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=pljphR4PpnFRZWhYgCoYPw%3D%3D
Shell,Linux Engineer Internship in Dehradun,VIZON,https://in.linkedin.com/jobs/view/linux-engineer-internship-in-dehradun-at-vizon-4393989536?position=17&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=%2BdkzrJMWCA14VNuJyBXzYg%3D%3D
Shell,"Full-stack Developer, 2022 Internship",Sapientia Technologies Limited,https://hk.linkedin.com/jobs/view/full-stack-developer-2022-internship-at-sapientia-technologies-limited-4307524709?position=18&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=zhTvBFIlSW%2F4yESEshpwCQ%3D%3D
Shell,Python Systems Engineer Internship in Bangalore,Technoculture Research,https://in.linkedin.com/jobs/view/python-systems-engineer-internship-in-bangalore-at-technoculture-research-4398956336?position=19&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=ao8wJmAnnuT2E2YezDOFiA%3D%3D
Shell,Engineer - Intern,Shell,https://my.linkedin.com/jobs/view/engineer-intern-at-shell-4371747852?position=20&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=bPWz0H8zpbnxmBMEZ97XNQ%3D%3D
Shell,DevOps Engineer Internship in Mumbai,DigiPlus IT,https://in.linkedin.com/jobs/view/devops-engineer-internship-in-mumbai-at-digiplus-it-4399913336?position=21&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=qbW7EgwmzyvwesIlXXm1GQ%3D%3D
Shell,Backend Development Intern,Tencent,https://sg.linkedin.com/jobs/view/backend-development-intern-at-tencent-4388576353?position=22&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=NPqoLO0H4x2skkpBOoXXdA%3D%3D
Shell,Cyber Security - Intern,xIoTz Private Limited,https://in.linkedin.com/jobs/view/cyber-security-intern-at-xiotz-private-limited-4330243402?position=23&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=AIWrlA5ZJtfZ9oQ8vWVXEA%3D%3D
Shell,Network Data & Space Planning Intern,Shell,https://my.linkedin.com/jobs/view/network-data-space-planning-intern-at-shell-4370230819?position=24&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=1o032j%2BTrI44EbVP02zwLA%3D%3D
Shell,R&D Software Engineering Internship,Keysight Technologies,https://www.linkedin.com/jobs/view/r-d-software-engineering-internship-at-keysight-technologies-4337717767?position=25&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=Td4%2Fq4XeMtz9sMEk2NVWAg%3D%3D
Shell,Shell Assessed Internship Programme 2026 - Netherlands,Shell,https://nl.linkedin.com/jobs/view/shell-assessed-internship-programme-2026-netherlands-at-shell-4314250406?position=26&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=fN8XUi3HtnAAMJBZ%2B2UA4Q%3D%3D
Shell,Machine Learning Engineer Intern - Global E-Commerce Content Recommendation - 2026 Summer (BS/MS),TikTok,https://www.linkedin.com/jobs/view/machine-learning-engineer-intern-global-e-commerce-content-recommendation-2026-summer-bs-ms-at-tiktok-4273280546?position=27&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=eqaMsET9NRsMzdTvUTXPoQ%3D%3D
Shell,IT Intern,Exus Renewables North America,https://www.linkedin.com/jobs/view/it-intern-at-exus-renewables-north-america-4376322207?position=28&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=dmqxP9f0qJjWttkuNEauDA%3D%3D
Shell,"Software Engineering Intern, Embedded Platforms - Summer 2026",Rivian and Volkswagen Group Technologies,https://www.linkedin.com/jobs/view/software-engineering-intern-embedded-platforms-summer-2026-at-rivian-and-volkswagen-group-technologies-4344855106?position=30&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=BL82RbuMWWOpnjQtsGszNw%3D%3D
Shell,2026 Summer Internship - AI Engineer,DV Trading LLC,https://www.linkedin.com/jobs/view/2026-summer-internship-ai-engineer-at-dv-trading-llc-4390633297?position=31&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=%2FeGoaSxmaJMAzKkeuz68Tg%3D%3D
Shell,Internship - Software Engineering - ML (H/F),Withings,https://fr.linkedin.com/jobs/view/internship-software-engineering-ml-h-f-at-withings-4374790445?position=32&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=DhFd0pGkgfu4ezbXwnZWGw%3D%3D
Shell,Material Science Intern,C-Cube International,https://nl.linkedin.com/jobs/view/material-science-intern-at-c-cube-international-4393020262?position=33&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=HtSHsuz3qLzSCsq0o5IVaQ%3D%3D
Shell,Shell Assessed Internship Programme 2026 - Netherlands,Shell,https://nl.linkedin.com/jobs/view/shell-assessed-internship-programme-2026-netherlands-at-shell-4314246467?position=34&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=%2FbWi6nOtTC%2Bi%2BwVoBDrYAw%3D%3D
Shell,Internship - Data Reporting & Analysis (PMO),U Mobile,https://my.linkedin.com/jobs/view/internship-data-reporting-analysis-pmo-at-u-mobile-4390924699?position=35&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=Ks9o9JCdwIReZwacOGwgjQ%3D%3D
Shell,Walkin Drive - Intern (Site Reliability Engineer - SRE),Zycus,https://in.linkedin.com/jobs/view/walkin-drive-intern-site-reliability-engineer-sre-at-zycus-4401037542?position=36&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=hQocqLtJfbHRvf%2BzKKDqHQ%3D%3D
Shell,"Software Engineer, Tooling (Internship)",Woven by Toyota,https://www.linkedin.com/jobs/view/software-engineer-tooling-internship-at-woven-by-toyota-4352405478?position=37&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=4g3pXpvyumJN03L4M4389g%3D%3D
Shell,Lab Assistant Intern,C-Cube International,https://nl.linkedin.com/jobs/view/lab-assistant-intern-at-c-cube-international-4396068620?position=38&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=Fk5eMRSACT1bs5y%2B8SMnvw%3D%3D
Shell,2026 Summer Internship - DevOps Engineer,DV Trading LLC,https://www.linkedin.com/jobs/view/2026-summer-internship-devops-engineer-at-dv-trading-llc-4389972054?position=39&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=ZF%2FFnWpnhUYMadPa9JGPvQ%3D%3D
Shell,Full Stack Intern,xIoTz Private Limited,https://in.linkedin.com/jobs/view/full-stack-intern-at-xiotz-private-limited-4330263043?position=40&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=BTf7pIClmyFGNex0wZ8O6g%3D%3D
Shell,"Software Engineering Intern, Embedded Platforms - Summer 2026",Rivian and Volkswagen Group Technologies,https://www.linkedin.com/jobs/view/software-engineering-intern-embedded-platforms-summer-2026-at-rivian-and-volkswagen-group-technologies-4344897658?position=41&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=PkI6IHBCh2KkDuVC0Uavaw%3D%3D
Shell,"System Development Engineer Intern, Sydney",Amazon,https://au.linkedin.com/jobs/view/system-development-engineer-intern-sydney-at-amazon-4390839073?position=42&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=6D0kMFf8LuuHB640w5Sa6w%3D%3D
Shell,Machine Learning Engineer Intern - Global E-Commerce Content Recommendation - 2026 Summer (BS/MS),TikTok,https://www.linkedin.com/jobs/view/machine-learning-engineer-intern-global-e-commerce-content-recommendation-2026-summer-bs-ms-at-tiktok-4397509379?position=43&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=rCg5Mw3bSLSdU6z5mcNYwg%3D%3D
Shell,SUMMER INTERNSHIP - Software & Data Engineering Intern,CableLabs,https://www.linkedin.com/jobs/view/summer-internship-software-data-engineering-intern-at-cablelabs-4360074977?position=44&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=cvPVoE4%2Bm5RCKzs1NCLGXw%3D%3D
Shell,Engineering Intern (Linux/Java),凯易讯网络技术开发(南京)有限公司,https://cn.linkedin.com/jobs/view/engineering-intern-linux-java-at-%E5%87%AF%E6%98%93%E8%AE%AF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%E5%BC%80%E5%8F%91-%E5%8D%97%E4%BA%AC-%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4349471983?position=46&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=mUPyDCpjT2axRsVmC1TSFw%3D%3D
Shell,Shell Assessed Internship Programme 2026 - Netherlands,Shell,https://nl.linkedin.com/jobs/view/shell-assessed-internship-programme-2026-netherlands-at-shell-4314249435?position=47&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=dB5zACWKeSPgrbXxXboMBg%3D%3D
Shell,Shell Assessed Internship Programme 2026 - Netherlands,Shell,https://nl.linkedin.com/jobs/view/shell-assessed-internship-programme-2026-netherlands-at-shell-4314264074?position=48&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=b5p7VUjL2Z6W7oC5bmCT7Q%3D%3D
Shell,Electrical Engineering Intern,C-Cube International,https://nl.linkedin.com/jobs/view/electrical-engineering-intern-at-c-cube-international-4376704284?position=49&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=bgJ%2FNwPmXNynD8NhO%2Bq4fg%3D%3D
Shell,(General Hire) Machine Learning Engineer Intern (TikTok- Video Recommendation) - 2026 Summer (BS/MS),TikTok,https://www.linkedin.com/jobs/view/general-hire-machine-learning-engineer-intern-tiktok-video-recommendation-2026-summer-bs-ms-at-tiktok-4344815482?position=50&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=gnhQx0%2Bi8cfZiG0TJiHj7w%3D%3D
Shell,ZAIN2120 - Database Administration Intern,Zain Jordan,https://jo.linkedin.com/jobs/view/zain2120-database-administration-intern-at-zain-jordan-4393567994?position=51&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=d9VMkT9SuYkmbKGYn3V4Eg%3D%3D
Shell,Geoscience Intern,Shell,https://my.linkedin.com/jobs/view/geoscience-intern-at-shell-4398105781?position=52&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=ycv0WhEsFzMxEud1HOaUVw%3D%3D
Shell,Mechanical Engineering Intern,C-Cube International,https://nl.linkedin.com/jobs/view/mechanical-engineering-intern-at-c-cube-international-4376709068?position=53&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=gscbkrw%2BmrSYzsy5tyB9tQ%3D%3D
Shell,Quantitative Research Intern,WorldQuant,https://sg.linkedin.com/jobs/view/quantitative-research-intern-at-worldquant-4285615925?position=54&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=hIY9FVBv1PZufxPWs7tawg%3D%3D
Shell,"DevOps Engineer Intern (Linux Docker, Kubernetes)",SkillFied Mentor,https://in.linkedin.com/jobs/view/devops-engineer-intern-linux-docker-kubernetes-at-skillfied-mentor-4393586336?position=55&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=k3Ro3AM5t1vVwwyUWm94EQ%3D%3D
Shell,Data Analytics Intern,C-Cube International,https://nl.linkedin.com/jobs/view/data-analytics-intern-at-c-cube-international-4388973329?position=56&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=7ZDNEn80vJ%2Fg8JEMwVxyOg%3D%3D
Shell,Working Internship – Sustainability Strategy & Consulting,Accenture the Netherlands,https://nl.linkedin.com/jobs/view/working-internship-%E2%80%93-sustainability-strategy-consulting-at-accenture-the-netherlands-4397633142?position=57&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=q5kKRPgxm%2FlF5lJfVPFmrg%3D%3D
Shell,Shell Assessed Internship Programme 2026 - Netherlands,Shell,https://nl.linkedin.com/jobs/view/shell-assessed-internship-programme-2026-netherlands-at-shell-4314250407?position=59&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=Hvg%2FRcc%2FC8v0Y0UKWus38A%3D%3D
Shell,Data Engineering Intern - Summer 2026,Brown and Caldwell,https://www.linkedin.com/jobs/view/data-engineering-intern-summer-2026-at-brown-and-caldwell-4387996261?position=60&pageNum=0&refId=KBq0psmaeqC%2BATc8uu8vlw%3D%3D&trackingId=PubnG6KFf%2Bf1nL5VHJSzGg%3D%3D
BP,Data Science Intern,Lightsource bp,https://uk.linkedin.com/jobs/view/data-science-intern-at-lightsource-bp-4392862447?position=1&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=vko1J0H4HUg%2FanARYYAq9Q%3D%3D
BP,Marketing Analyst internship (12-month program),bp,https://gh.linkedin.com/jobs/view/marketing-analyst-internship-12-month-program-at-bp-4399000317?position=2&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=LDTKnhykYJrgPTvUG0TdAQ%3D%3D
BP,Intern,Lightsource bp,https://www.linkedin.com/jobs/view/intern-at-lightsource-bp-4399634758?position=5&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=21rhgiIyFL3EzrLRmK7yrw%3D%3D
BP,Commercial Engineering Intern,Lightsource bp,https://es.linkedin.com/jobs/view/commercial-engineering-intern-at-lightsource-bp-4390760400?position=6&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=DsUiamyV7h%2BtF3lhIq03WQ%3D%3D
BP,Transformation Management Office (TMO) Intern,Lightsource bp,https://uk.linkedin.com/jobs/view/transformation-management-office-tmo-intern-at-lightsource-bp-4393405776?position=7&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=0bL5XVtk7vCTTj0cNtuaAg%3D%3D
BP,HRBP Internship,Continental,https://my.linkedin.com/jobs/view/hrbp-internship-at-continental-4394355711?position=8&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=gM%2BR%2B8w8mnPX9%2FNtcpDA%2BA%3D%3D
BP,Summer Internship - Commercial Programme - Australia 2027,bp,https://au.linkedin.com/jobs/view/summer-internship-commercial-programme-australia-2027-at-bp-4385484215?position=9&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=X5uuT%2BDAAmpsALFwZvoOmA%3D%3D
BP,Internship - HR BP & Talent Acquisition (M/F),Banque Internationale à Luxembourg (BIL),https://lu.linkedin.com/jobs/view/internship-hr-bp-talent-acquisition-m-f-at-banque-internationale-%C3%A0-luxembourg-bil-4401704208?position=10&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=OcPgpGI7S0WUFvMglUQrPw%3D%3D
BP,Indirect Procurement Intern,Lightsource bp,https://es.linkedin.com/jobs/view/indirect-procurement-intern-at-lightsource-bp-4399602358?position=11&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=NiPurSej9bpr6GTTmS6WBw%3D%3D
BP,Community Engagement Intern,Lightsource bp,https://es.linkedin.com/jobs/view/community-engagement-intern-at-lightsource-bp-4390753890?position=12&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=7Bw9INv319ucUJU34gKmsA%3D%3D
BP,Commercial Analyst intern (m/f/d),Deezer,https://fr.linkedin.com/jobs/view/commercial-analyst-intern-m-f-d-at-deezer-4398482787?position=13&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=qXaggfaFm7AwgNRktXE%2F1Q%3D%3D
BP,"Summer Internship - Supply, Trading & Shipping Programme - Australia 2027",bp,https://au.linkedin.com/jobs/view/summer-internship-supply-trading-shipping-programme-australia-2027-at-bp-4385486134?position=14&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=fzb4Qd6r2HfvWPmICZKrYA%3D%3D
BP,HR Intern - HR BP & People Analytics (6 months fixed term),Vodafone,https://it.linkedin.com/jobs/view/hr-intern-hr-bp-people-analytics-6-months-fixed-term-at-vodafone-4398467287?position=15&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=vrbikuumqYgUQUJ1L0CXUw%3D%3D
BP,Global Quality Intern,Lightsource bp,https://www.linkedin.com/jobs/view/global-quality-intern-at-lightsource-bp-4395447570?position=16&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=PnYHsnSf7pRueyqkUzxkcg%3D%3D
BP,Data Engineer Intern (Data Platfrom TikTok BP) - 2026 Summer (BS/MS),TikTok,https://www.linkedin.com/jobs/view/data-engineer-intern-data-platfrom-tiktok-bp-2026-summer-bs-ms-at-tiktok-4280000003?position=17&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=iYv6tWhZwGVR6p6j6CTyhQ%3D%3D
BP,HR 6 Month Internship,The Citco Group Limited,https://lu.linkedin.com/jobs/view/hr-6-month-internship-at-the-citco-group-limited-4378928415?position=18&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=ZG58OuJpo9W9vEziiYayqA%3D%3D
BP,Fall Engineering Internship,Mantel,https://www.linkedin.com/jobs/view/fall-engineering-internship-at-mantel-4395902216?position=21&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=jlTELXHAeKXIyCFzXgDryQ%3D%3D
BP,Financial BP Project Intern (TTLIVE) - 2026 Start (BS/MS),TikTok,https://uk.linkedin.com/jobs/view/financial-bp-project-intern-ttlive-2026-start-bs-ms-at-tiktok-4379669382?position=22&pageNum=0&refId=CsNdc8W9aqKxYdJTgcshYA%3D%3D&trackingId=75Zkb8rdo88z2ZoeGRDG6w%3D%3D
